S1;C1;S2;C2;S3;C3;S4;C4;S5;C5;poker_hand
Clubs;Queen;Spades;Seven;Clubs;Jack;Diamonds;Five;Spades;King;One pair
Clubs;Jack;Hearts;Eight;Diamonds;Jack;Clubs;King;Spades;Ace;Two pairs
Spades;Ten;Spades;Five;Diamonds;Jack;Clubs;Queen;Spades;Six;One pair
Spades;Five;Diamonds;Ace;Diamonds;Three;Spades;Two;Clubs;Jack;One pair
Spades;Two;Hearts;Queen;Diamonds;Two;Hearts;Six;Hearts;Three;Two pairs
Clubs;Seven;Spades;Nine;Diamonds;King;Spades;Six;Spades;Seven;Two pairs
Clubs;Ace;Spades;Queen;Hearts;Eight;Hearts;Jack;Diamonds;King;One pair
Hearts;Four;Diamonds;Eight;Spades;King;Hearts;Six;Clubs;Two;One pair
Spades;Six;Spades;Queen;Diamonds;Queen;Clubs;Seven;Spades;Jack;Two pairs
Spades;Queen;Hearts;Jack;Hearts;Two;Spades;Ten;Hearts;Seven;One pair
Clubs;Three;Hearts;Ace;Spades;Ace;Spades;King;Clubs;Two;Two pairs
Clubs;Four;Diamonds;Four;Hearts;Queen;Spades;Four;Hearts;Five;Straight
Diamonds;Seven;Clubs;Seven;Diamonds;Five;Hearts;Eight;Hearts;Ace;Two pairs
Hearts;Jack;Hearts;Nine;Hearts;Ace;Hearts;Eight;Diamonds;Ten;One pair
Hearts;Eight;Diamonds;Ace;Spades;Ten;Hearts;Seven;Clubs;Five;One pair
Hearts;Three;Diamonds;Jack;Diamonds;Ten;Clubs;Eight;Hearts;Six;One pair
Diamonds;Six;Clubs;Ace;Spades;Ten;Diamonds;Seven;Spades;Seven;Two pairs
Spades;Ten;Hearts;Four;Hearts;Six;Spades;Five;Hearts;Seven;One pair
Hearts;Three;Diamonds;King;Spades;Eight;Spades;Nine;Diamonds;Two;One pair
Hearts;Jack;Spades;Two;Diamonds;Six;Clubs;Four;Clubs;Eight;One pair
Clubs;Three;Hearts;Ten;Spades;Seven;Hearts;Five;Hearts;Ace;One pair
Hearts;Five;Diamonds;Six;Diamonds;King;Clubs;Nine;Hearts;Seven;One pair
Hearts;King;Hearts;Ten;Spades;Two;Hearts;Seven;Diamonds;Three;One pair
Spades;Seven;Spades;Six;Diamonds;Two;Spades;Four;Spades;Nine;One pair
Hearts;Seven;Spades;Ace;Diamonds;Four;Hearts;Ten;Diamonds;Five;One pair
Diamonds;Eight;Diamonds;Jack;Hearts;Eight;Diamonds;Four;Diamonds;Ace;Two pairs
Diamonds;Four;Spades;Five;Hearts;Two;Hearts;Queen;Diamonds;Five;Two pairs
Spades;Five;Clubs;Ten;Hearts;Three;Hearts;Six;Clubs;King;One pair
Spades;Two;Diamonds;Seven;Clubs;Ten;Diamonds;Ten;Diamonds;Five;Two pairs
Clubs;Four;Spades;Jack;Clubs;Ten;Spades;Ace;Diamonds;Four;Two pairs
Spades;Two;Clubs;Seven;Clubs;Five;Spades;Six;Hearts;Three;One pair
Clubs;King;Spades;Queen;Diamonds;Eight;Hearts;Ten;Hearts;Seven;One pair
Diamonds;Queen;Hearts;Ace;Diamonds;Six;Hearts;Nine;Diamonds;King;One pair
Spades;Four;Spades;Three;Diamonds;Jack;Hearts;Five;Diamonds;Nine;One pair
Diamonds;Eight;Hearts;Ace;Spades;Ten;Spades;Queen;Spades;Seven;One pair
Diamonds;Five;Clubs;Nine;Spades;Two;Hearts;Six;Hearts;Nine;Two pairs
Clubs;Three;Clubs;Six;Spades;Seven;Spades;Three;Spades;Six;Three of a kind
Hearts;Three;Hearts;Two;Clubs;King;Hearts;Seven;Clubs;Ten;One pair
Clubs;Four;Hearts;Ace;Spades;Jack;Hearts;Two;Spades;Six;One pair
Spades;Ace;Spades;Four;Spades;Ten;Hearts;Ace;Spades;Two;Two pairs
Spades;Eight;Spades;Queen;Clubs;Nine;Hearts;Eight;Diamonds;Five;Two pairs
Spades;Five;Clubs;Ace;Diamonds;Ace;Spades;Jack;Clubs;Ten;Two pairs
Diamonds;Three;Hearts;Six;Hearts;Seven;Hearts;Two;Clubs;Ten;One pair
Hearts;Nine;Diamonds;Seven;Clubs;Two;Hearts;King;Hearts;Five;One pair
Clubs;Seven;Spades;Seven;Hearts;Seven;Spades;Ace;Diamonds;Five;Straight
Spades;Five;Diamonds;Ace;Clubs;Two;Diamonds;Queen;Clubs;Seven;One pair
Clubs;Four;Clubs;Five;Diamonds;Queen;Clubs;Eight;Diamonds;King;One pair
Clubs;Ten;Spades;Ten;Spades;Five;Hearts;Four;Clubs;Three;Two pairs
Diamonds;Three;Hearts;Four;Hearts;Seven;Clubs;Nine;Clubs;Jack;One pair
Hearts;Ten;Clubs;Ten;Diamonds;Ace;Diamonds;Two;Clubs;Nine;Two pairs
Clubs;Ace;Spades;Seven;Clubs;Three;Hearts;King;Diamonds;Three;Two pairs
Hearts;Ace;Clubs;Nine;Diamonds;King;Hearts;Five;Clubs;Eight;One pair
Spades;King;Spades;Queen;Diamonds;Ten;Clubs;Six;Hearts;Eight;One pair
Spades;Three;Spades;Queen;Clubs;King;Hearts;Queen;Clubs;Jack;Two pairs
Hearts;Four;Spades;Nine;Diamonds;Four;Clubs;Seven;Spades;Jack;Two pairs
Clubs;Ten;Diamonds;Five;Diamonds;King;Hearts;King;Hearts;Six;Two pairs
Hearts;Five;Clubs;Six;Clubs;Nine;Hearts;Seven;Spades;Seven;Two pairs
Spades;Two;Hearts;Jack;Hearts;Four;Spades;Seven;Clubs;Ten;One pair
Spades;Six;Hearts;Six;Diamonds;Eight;Spades;Ten;Spades;Two;Two pairs
Spades;Six;Diamonds;Five;Clubs;Jack;Spades;Ten;Hearts;Nine;One pair
Clubs;Two;Hearts;Six;Spades;Three;Clubs;Jack;Clubs;Four;One pair
Spades;Queen;Diamonds;Ace;Diamonds;Eight;Clubs;Four;Diamonds;Six;One pair
Spades;King;Spades;Eight;Spades;Three;Diamonds;King;Spades;Four;Two pairs
Diamonds;Ten;Diamonds;Eight;Diamonds;Two;Hearts;Ace;Clubs;Eight;Two pairs
Clubs;Ace;Spades;Eight;Clubs;Eight;Clubs;Nine;Diamonds;Nine;Three of a kind
Spades;Ace;Hearts;Ten;Hearts;Six;Hearts;Three;Hearts;Ace;Two pairs
Spades;Ten;Spades;Jack;Spades;Six;Hearts;Four;Hearts;Three;One pair
Diamonds;Queen;Clubs;Three;Clubs;Eight;Spades;Nine;Diamonds;Eight;Two pairs
Clubs;Nine;Hearts;Five;Hearts;Three;Spades;Ten;Spades;Ace;One pair
Diamonds;Ten;Clubs;Seven;Diamonds;Six;Hearts;Jack;Diamonds;Four;One pair
Diamonds;Jack;Diamonds;Two;Hearts;Five;Diamonds;Nine;Diamonds;Three;One pair
Hearts;Four;Clubs;Two;Clubs;Queen;Diamonds;Seven;Spades;King;One pair
Diamonds;Eight;Diamonds;Three;Diamonds;Ace;Clubs;Jack;Clubs;Six;One pair
Diamonds;Five;Spades;Queen;Diamonds;Ten;Clubs;Nine;Hearts;Two;One pair
Clubs;Ace;Clubs;Five;Clubs;Two;Clubs;Seven;Hearts;Five;Two pairs
Clubs;Nine;Clubs;Queen;Diamonds;Jack;Diamonds;King;Diamonds;Eight;One pair
Hearts;Nine;Spades;Four;Clubs;Two;Clubs;Six;Spades;Three;One pair
Hearts;Four;Spades;Ten;Spades;Jack;Spades;King;Clubs;King;Two pairs
Diamonds;Jack;Diamonds;Six;Spades;Ten;Diamonds;Three;Hearts;Ace;One pair
Clubs;Queen;Diamonds;Seven;Clubs;Ace;Spades;Ten;Spades;Five;One pair
Diamonds;Eight;Diamonds;King;Hearts;King;Hearts;Five;Clubs;Four;Two pairs
Hearts;Ace;Diamonds;Five;Spades;Ace;Diamonds;Six;Clubs;Five;Three of a kind
Spades;Ten;Diamonds;King;Hearts;Eight;Hearts;Ace;Diamonds;Ace;Two pairs
Hearts;Ten;Spades;Seven;Clubs;Ten;Clubs;Jack;Hearts;Three;Two pairs
Clubs;Jack;Hearts;Five;Spades;Ace;Hearts;Eight;Diamonds;Six;One pair
Clubs;Seven;Spades;King;Clubs;Queen;Diamonds;Four;Hearts;Eight;One pair
Diamonds;Seven;Hearts;Three;Spades;King;Diamonds;King;Clubs;Nine;Two pairs
Diamonds;Three;Clubs;Six;Hearts;Three;Spades;Two;Spades;Queen;Two pairs
Hearts;Queen;Clubs;Two;Diamonds;Eight;Clubs;Three;Spades;Five;One pair
Spades;Queen;Clubs;Ten;Diamonds;Seven;Spades;Three;Spades;Eight;One pair
Clubs;Two;Hearts;Five;Clubs;Eight;Spades;Queen;Clubs;Seven;One pair
Spades;Nine;Hearts;Jack;Spades;Five;Clubs;Eight;Diamonds;Three;One pair
Hearts;Eight;Diamonds;Nine;Spades;Queen;Diamonds;Eight;Clubs;King;Two pairs
Diamonds;Eight;Hearts;Six;Spades;Queen;Spades;Nine;Clubs;Eight;Two pairs
Diamonds;Eight;Spades;Ace;Hearts;Three;Spades;Six;Spades;Ten;One pair
Hearts;Ace;Spades;Queen;Clubs;Three;Clubs;Nine;Clubs;Jack;One pair
Hearts;Ten;Diamonds;Six;Clubs;Nine;Clubs;Ten;Spades;Queen;Two pairs
Clubs;Two;Hearts;Two;Spades;King;Diamonds;Ace;Diamonds;Seven;Two pairs
Spades;Three;Spades;Jack;Spades;Four;Diamonds;Eight;Hearts;Nine;One pair
Diamonds;Jack;Diamonds;Ten;Hearts;Three;Spades;Nine;Spades;Three;Two pairs
Spades;Jack;Clubs;Five;Hearts;Two;Clubs;Queen;Spades;Three;One pair
Hearts;Nine;Hearts;Two;Clubs;Ace;Diamonds;Queen;Diamonds;Three;One pair
Hearts;Four;Diamonds;Ace;Hearts;Five;Diamonds;Three;Diamonds;Seven;One pair
Hearts;Four;Diamonds;Two;Hearts;Ace;Clubs;Seven;Hearts;Five;One pair
Diamonds;Ten;Spades;Three;Hearts;Jack;Diamonds;Five;Diamonds;Three;Two pairs
Clubs;Four;Clubs;Two;Spades;Ten;Hearts;Queen;Spades;Seven;One pair
Clubs;Ace;Diamonds;Four;Spades;Queen;Diamonds;Seven;Spades;King;One pair
Diamonds;Eight;Hearts;Nine;Clubs;Three;Hearts;Five;Diamonds;Ace;One pair
Clubs;Eight;Diamonds;Eight;Clubs;Two;Spades;Four;Hearts;Five;Two pairs
Hearts;Three;Spades;Five;Hearts;Eight;Spades;Two;Diamonds;Seven;One pair
Spades;Seven;Spades;Nine;Clubs;King;Clubs;Nine;Spades;Four;Two pairs
Hearts;Four;Clubs;Nine;Spades;Seven;Hearts;Seven;Clubs;Ace;Two pairs
Hearts;Queen;Hearts;Ace;Spades;Five;Hearts;Five;Diamonds;Four;Two pairs
Spades;Eight;Clubs;Ten;Clubs;Seven;Clubs;Nine;Diamonds;Ten;Two pairs
Spades;Queen;Clubs;Ten;Spades;Two;Spades;King;Hearts;King;Two pairs
Hearts;Nine;Spades;Nine;Hearts;Two;Clubs;Queen;Clubs;Jack;Two pairs
Spades;Jack;Spades;Five;Spades;Three;Diamonds;Six;Diamonds;King;One pair
Clubs;Nine;Diamonds;Nine;Hearts;Five;Clubs;Queen;Clubs;Four;Two pairs
Diamonds;Ten;Hearts;Eight;Spades;Five;Hearts;Queen;Diamonds;Ace;One pair
Diamonds;Nine;Hearts;Ten;Diamonds;Eight;Clubs;Jack;Hearts;Three;One pair
Clubs;Seven;Spades;Ace;Spades;Four;Clubs;Five;Diamonds;Jack;One pair
Clubs;Two;Spades;Jack;Spades;Five;Hearts;Eight;Hearts;Nine;One pair
Diamonds;Four;Diamonds;Ace;Spades;King;Diamonds;Three;Hearts;Ten;One pair
Hearts;Ten;Hearts;Nine;Diamonds;Four;Diamonds;Three;Hearts;Three;Two pairs
Clubs;Four;Hearts;Jack;Clubs;Seven;Clubs;Two;Hearts;Queen;One pair
Hearts;Seven;Hearts;Two;Spades;Ten;Diamonds;Four;Spades;Seven;Two pairs
Clubs;Queen;Hearts;Six;Spades;Five;Diamonds;King;Hearts;Two;One pair
Hearts;Ten;Diamonds;Four;Clubs;Ace;Hearts;Six;Clubs;Eight;One pair
Diamonds;Four;Hearts;Five;Diamonds;Ace;Clubs;Ten;Spades;Ace;Two pairs
Clubs;Three;Spades;Six;Diamonds;Two;Diamonds;Nine;Hearts;Five;One pair
Spades;King;Spades;Queen;Hearts;Three;Clubs;Six;Clubs;Four;One pair
Diamonds;Four;Diamonds;Nine;Clubs;Seven;Clubs;King;Spades;Queen;One pair
Hearts;Queen;Clubs;Seven;Hearts;King;Diamonds;Jack;Diamonds;Eight;One pair
Spades;Three;Spades;Six;Hearts;Four;Diamonds;Queen;Clubs;Ten;One pair
Clubs;Ace;Spades;Jack;Clubs;Eight;Spades;Three;Spades;Queen;One pair
Spades;King;Hearts;Six;Hearts;Ten;Clubs;Eight;Diamonds;Six;Two pairs
Diamonds;Six;Diamonds;Nine;Spades;Five;Hearts;Five;Clubs;Seven;Two pairs
Diamonds;Two;Spades;Ten;Clubs;Jack;Spades;Five;Spades;Seven;One pair
Diamonds;Seven;Spades;Four;Spades;Nine;Clubs;Ten;Diamonds;Jack;One pair
Hearts;Five;Spades;Ace;Hearts;Three;Spades;Three;Clubs;Four;Two pairs
Diamonds;Three;Spades;Four;Diamonds;Queen;Spades;Seven;Spades;Eight;One pair
Spades;Three;Spades;Seven;Diamonds;Eight;Clubs;King;Hearts;Seven;Two pairs
Diamonds;Nine;Clubs;King;Spades;Seven;Spades;Ace;Spades;Three;One pair
Diamonds;Queen;Clubs;Ten;Spades;Eight;Spades;Nine;Hearts;Six;One pair
Hearts;Eight;Diamonds;Six;Diamonds;Two;Spades;Seven;Clubs;Three;One pair
Diamonds;Ten;Hearts;Seven;Hearts;King;Diamonds;Two;Clubs;Queen;One pair
Hearts;Ace;Clubs;Two;Hearts;Five;Spades;Five;Hearts;Four;Two pairs
Diamonds;Nine;Spades;Five;Spades;Seven;Spades;Jack;Clubs;Jack;Two pairs
Spades;Seven;Diamonds;Two;Spades;Five;Clubs;Queen;Spades;Jack;One pair
Clubs;Nine;Diamonds;Jack;Spades;Seven;Spades;Queen;Hearts;Seven;Two pairs
Spades;Ace;Clubs;Five;Clubs;Three;Spades;Three;Diamonds;Three;Straight
Spades;Five;Diamonds;Six;Diamonds;King;Hearts;Six;Diamonds;Queen;Two pairs
Clubs;Nine;Clubs;Queen;Hearts;Ten;Diamonds;Six;Diamonds;Queen;Two pairs
Diamonds;Ten;Diamonds;Seven;Clubs;Nine;Hearts;Six;Clubs;Three;One pair
Hearts;Eight;Hearts;Queen;Spades;Ace;Diamonds;Nine;Spades;Nine;Two pairs
Spades;Queen;Hearts;Queen;Spades;Nine;Spades;Three;Spades;Two;Two pairs
Hearts;King;Diamonds;Eight;Hearts;Jack;Diamonds;Seven;Hearts;Queen;One pair
Hearts;Ten;Clubs;Six;Hearts;Two;Diamonds;Five;Hearts;Ace;One pair
Clubs;Ten;Clubs;Three;Clubs;Eight;Clubs;Four;Diamonds;Four;Two pairs
Hearts;Three;Diamonds;Six;Diamonds;Nine;Hearts;Eight;Spades;Ten;One pair
Hearts;Three;Diamonds;King;Spades;Four;Spades;Two;Hearts;Seven;One pair
Hearts;Seven;Clubs;King;Hearts;Four;Spades;Two;Diamonds;Three;One pair
Hearts;Two;Diamonds;Ten;Diamonds;Ace;Spades;Seven;Spades;Three;One pair
Diamonds;Three;Hearts;Queen;Clubs;Six;Clubs;Four;Spades;Jack;One pair
Hearts;Three;Clubs;Nine;Diamonds;King;Spades;Nine;Hearts;Two;Two pairs
Spades;Four;Spades;Ten;Clubs;King;Hearts;Ten;Clubs;Two;Two pairs
Clubs;Queen;Hearts;Nine;Diamonds;Four;Hearts;Queen;Clubs;Jack;Two pairs
Spades;Two;Hearts;Three;Hearts;Six;Hearts;Ten;Hearts;Two;Two pairs
Hearts;Three;Clubs;Ten;Hearts;Ten;Hearts;Six;Hearts;Seven;Two pairs
Hearts;Seven;Spades;Eight;Spades;Queen;Clubs;Three;Clubs;Six;One pair
Hearts;Jack;Clubs;Ace;Clubs;Four;Hearts;King;Spades;Ten;One pair
Hearts;Seven;Clubs;Five;Clubs;King;Clubs;Jack;Spades;Jack;Two pairs
Diamonds;Four;Hearts;Eight;Spades;Seven;Clubs;Ace;Hearts;Four;Two pairs
Hearts;King;Spades;King;Spades;Eight;Diamonds;Ten;Hearts;Ace;Two pairs
Diamonds;Ten;Hearts;Queen;Hearts;Nine;Hearts;Jack;Spades;Three;One pair
Hearts;Eight;Spades;Seven;Hearts;Seven;Hearts;Three;Diamonds;King;Two pairs
Clubs;Three;Diamonds;Three;Clubs;Jack;Hearts;Jack;Hearts;Queen;Three of a kind
Hearts;Nine;Diamonds;Eight;Hearts;Eight;Clubs;Seven;Spades;Eight;Straight
Clubs;Queen;Diamonds;Queen;Spades;Six;Hearts;Six;Spades;Four;Three of a kind
Spades;Ten;Hearts;Two;Diamonds;Jack;Spades;Queen;Clubs;King;One pair
Hearts;Two;Clubs;Two;Hearts;Eight;Hearts;King;Spades;Ace;Two pairs
Clubs;Two;Hearts;Six;Diamonds;Seven;Hearts;Ten;Clubs;Queen;One pair
Diamonds;Nine;Spades;Jack;Hearts;King;Spades;Six;Spades;Four;One pair
Spades;Three;Hearts;Nine;Spades;Four;Clubs;Six;Spades;Eight;One pair
Diamonds;King;Clubs;Jack;Spades;Six;Hearts;Six;Diamonds;Jack;Three of a kind
Diamonds;Two;Diamonds;Seven;Hearts;Six;Clubs;Ten;Spades;Three;One pair
Clubs;Four;Diamonds;Seven;Clubs;Five;Diamonds;Ten;Clubs;Seven;Two pairs
Hearts;Queen;Clubs;Two;Hearts;Five;Clubs;Five;Spades;King;Two pairs
Clubs;Nine;Diamonds;Jack;Spades;Nine;Spades;Ten;Hearts;Eight;Two pairs
Spades;Ten;Clubs;Seven;Diamonds;Six;Hearts;Three;Diamonds;Eight;One pair
Spades;Three;Spades;Four;Hearts;Six;Hearts;Ace;Spades;Queen;One pair
Hearts;Nine;Spades;Four;Diamonds;Eight;Clubs;Three;Spades;Nine;Two pairs
Spades;Three;Clubs;Four;Diamonds;Queen;Hearts;Ace;Hearts;King;One pair
Spades;King;Clubs;Queen;Hearts;Six;Diamonds;Three;Spades;Eight;One pair
Clubs;Two;Clubs;Five;Diamonds;Three;Diamonds;King;Spades;Ace;One pair
Hearts;Two;Diamonds;Four;Clubs;Jack;Spades;Jack;Clubs;Nine;Two pairs
Clubs;Five;Diamonds;Four;Clubs;King;Hearts;Nine;Diamonds;Seven;One pair
Clubs;Four;Diamonds;Eight;Diamonds;Two;Spades;Three;Hearts;Two;Two pairs
Hearts;Nine;Diamonds;Two;Diamonds;Ten;Clubs;Three;Diamonds;Nine;Two pairs
Clubs;Ten;Clubs;Jack;Hearts;King;Spades;Eight;Spades;Six;One pair
Hearts;Ten;Clubs;Nine;Diamonds;Eight;Clubs;Eight;Diamonds;Three;Two pairs
Clubs;Queen;Clubs;Nine;Spades;Four;Spades;King;Clubs;Ten;One pair
Hearts;Eight;Hearts;Ten;Clubs;King;Clubs;Jack;Diamonds;King;Two pairs
Clubs;Five;Hearts;Ace;Diamonds;Ace;Clubs;Six;Hearts;Eight;Two pairs
Spades;King;Clubs;Three;Clubs;Nine;Spades;Five;Diamonds;Seven;One pair
Diamonds;King;Spades;Seven;Spades;Jack;Hearts;Queen;Diamonds;Ace;One pair
Clubs;Four;Hearts;Jack;Spades;Ten;Diamonds;Queen;Spades;Six;One pair
Hearts;Nine;Clubs;Ten;Diamonds;Five;Clubs;Eight;Hearts;Ace;One pair
Hearts;Five;Spades;Eight;Spades;Five;Spades;Jack;Diamonds;Four;Two pairs
Clubs;King;Hearts;Eight;Diamonds;King;Clubs;Jack;Hearts;Seven;Two pairs
Hearts;Five;Clubs;Seven;Hearts;Seven;Spades;Eight;Clubs;Eight;Three of a kind
Spades;Ten;Clubs;Five;Hearts;Four;Clubs;Ten;Diamonds;Ten;Straight
Clubs;Six;Hearts;Nine;Diamonds;Jack;Spades;Jack;Clubs;King;Two pairs
Clubs;Five;Hearts;Nine;Hearts;Eight;Hearts;Queen;Spades;Three;One pair
Diamonds;Ace;Spades;King;Spades;Jack;Hearts;Six;Diamonds;King;Two pairs
Clubs;Nine;Clubs;King;Spades;Four;Diamonds;Two;Hearts;Seven;One pair
Spades;Two;Diamonds;Nine;Clubs;Ace;Clubs;Jack;Clubs;Ten;One pair
Diamonds;Six;Clubs;Three;Clubs;King;Clubs;Seven;Hearts;Five;One pair
Diamonds;Four;Clubs;Queen;Hearts;Six;Diamonds;Five;Spades;Four;Two pairs
Diamonds;Five;Diamonds;Ten;Hearts;Ten;Diamonds;Three;Diamonds;Four;Two pairs
Spades;Eight;Hearts;Four;Clubs;Three;Clubs;Ace;Clubs;Four;Two pairs
Clubs;Nine;Hearts;Queen;Hearts;Three;Spades;Jack;Clubs;Queen;Two pairs
Hearts;Five;Clubs;Ace;Diamonds;King;Clubs;Queen;Spades;Queen;Two pairs
Diamonds;Nine;Spades;Six;Clubs;Two;Hearts;Six;Clubs;Seven;Two pairs
Spades;Jack;Hearts;Two;Clubs;Ten;Clubs;Ace;Clubs;Five;One pair
Spades;King;Diamonds;Jack;Clubs;Two;Spades;Three;Diamonds;Five;One pair
Spades;Four;Spades;Seven;Hearts;Eight;Spades;Queen;Diamonds;Eight;Two pairs
Diamonds;Three;Hearts;King;Spades;Jack;Hearts;Six;Spades;Seven;One pair
Spades;Queen;Spades;Seven;Diamonds;Jack;Hearts;Seven;Hearts;Ten;Two pairs
Clubs;Four;Hearts;Queen;Spades;Queen;Hearts;Ten;Diamonds;Two;Two pairs
Hearts;Three;Diamonds;Four;Spades;Three;Clubs;King;Clubs;Seven;Two pairs
Diamonds;Queen;Spades;Nine;Hearts;Three;Diamonds;Eight;Clubs;Four;One pair
Diamonds;Jack;Clubs;Ace;Diamonds;Ace;Diamonds;Two;Diamonds;Five;Two pairs
Spades;Two;Diamonds;Eight;Hearts;Nine;Hearts;Four;Spades;Five;One pair
Clubs;Six;Diamonds;Three;Hearts;King;Spades;Eight;Hearts;Three;Two pairs
Spades;Seven;Spades;Ten;Clubs;Eight;Hearts;Nine;Clubs;King;One pair
Clubs;Five;Clubs;Ten;Diamonds;Eight;Spades;Ace;Hearts;Five;Two pairs
Hearts;Two;Diamonds;Six;Diamonds;Five;Clubs;Ace;Clubs;Three;One pair
Clubs;Ace;Hearts;Eight;Diamonds;Queen;Spades;Four;Diamonds;Two;One pair
Spades;Three;Spades;Eight;Clubs;Five;Hearts;Queen;Diamonds;Seven;One pair
Spades;King;Clubs;Jack;Spades;Two;Diamonds;Two;Spades;Nine;Two pairs
Spades;Ace;Diamonds;Jack;Spades;Two;Spades;Nine;Clubs;Three;One pair
Clubs;Five;Hearts;Ace;Hearts;King;Diamonds;Ace;Clubs;Ace;Straight
Clubs;Four;Diamonds;Eight;Hearts;Four;Spades;Queen;Spades;Four;Straight
Hearts;King;Diamonds;Nine;Spades;Ten;Clubs;Eight;Spades;Three;One pair
Clubs;Five;Clubs;Jack;Clubs;King;Diamonds;Eight;Clubs;Ace;One pair
Diamonds;Eight;Diamonds;Two;Clubs;Five;Clubs;Two;Spades;Jack;Two pairs
Spades;Ace;Hearts;Ten;Diamonds;Ten;Clubs;Seven;Spades;Two;Two pairs
Hearts;Ace;Clubs;Queen;Clubs;Ten;Spades;Jack;Clubs;Two;One pair
Hearts;Six;Clubs;Nine;Diamonds;Nine;Clubs;Two;Clubs;Queen;Two pairs
Hearts;King;Hearts;Two;Clubs;Eight;Hearts;Four;Clubs;Three;One pair
Clubs;Five;Spades;Six;Diamonds;Queen;Diamonds;Jack;Hearts;Seven;One pair
Hearts;Queen;Spades;Three;Clubs;Four;Spades;Two;Spades;Nine;One pair
Hearts;Six;Clubs;Three;Clubs;Ten;Spades;Two;Diamonds;Nine;One pair
Diamonds;Six;Spades;Jack;Hearts;Ten;Clubs;Seven;Diamonds;Seven;Two pairs
Spades;Eight;Diamonds;Four;Hearts;Two;Diamonds;Ace;Clubs;Queen;One pair
Spades;Two;Spades;Queen;Clubs;Ten;Clubs;Nine;Hearts;Eight;One pair
Diamonds;Jack;Clubs;Four;Spades;Eight;Clubs;Seven;Spades;Six;One pair
Hearts;Two;Spades;Eight;Spades;Ace;Clubs;Two;Diamonds;Three;Two pairs
Clubs;Three;Spades;King;Hearts;Seven;Clubs;Six;Clubs;Seven;Two pairs
Clubs;Ten;Diamonds;Queen;Clubs;Ace;Diamonds;Four;Clubs;Jack;One pair
Clubs;Ace;Hearts;Seven;Hearts;Six;Hearts;Ace;Clubs;Queen;Two pairs
Diamonds;Nine;Diamonds;Ace;Hearts;Three;Hearts;Queen;Clubs;Three;Two pairs
Spades;Queen;Hearts;Five;Clubs;Five;Hearts;Queen;Diamonds;Ten;Three of a kind
Clubs;Four;Hearts;Two;Spades;Six;Diamonds;Five;Diamonds;Four;Two pairs
Hearts;Nine;Spades;Five;Diamonds;Jack;Diamonds;Four;Clubs;Ten;One pair
Diamonds;Four;Diamonds;Five;Clubs;Jack;Diamonds;Queen;Clubs;Ten;One pair
Hearts;Seven;Spades;Three;Clubs;Seven;Hearts;Six;Clubs;Queen;Two pairs
Hearts;Queen;Hearts;Four;Spades;Seven;Clubs;Two;Clubs;Queen;Two pairs
Clubs;Two;Spades;Six;Hearts;Ten;Hearts;King;Clubs;Queen;One pair
Spades;Queen;Spades;Eight;Hearts;Queen;Clubs;Five;Spades;Ten;Two pairs
Diamonds;Ten;Spades;Queen;Clubs;Ace;Diamonds;Ace;Hearts;Queen;Three of a kind
Clubs;King;Diamonds;Three;Hearts;Ten;Diamonds;Ten;Diamonds;Nine;Two pairs
Clubs;Queen;Diamonds;Three;Hearts;Four;Hearts;King;Spades;Five;One pair
Spades;King;Diamonds;Three;Diamonds;King;Clubs;Three;Hearts;King;Four of a kind
Clubs;Four;Clubs;Jack;Diamonds;Six;Diamonds;Ace;Clubs;Three;One pair
Diamonds;Ten;Hearts;Eight;Clubs;Eight;Clubs;Jack;Hearts;Ten;Three of a kind
Clubs;Seven;Spades;Four;Clubs;Five;Clubs;Three;Spades;Ace;One pair
Hearts;Queen;Spades;Ten;Hearts;King;Clubs;Ten;Hearts;Eight;Two pairs
Clubs;King;Clubs;Nine;Hearts;Six;Diamonds;Queen;Hearts;Ten;One pair
Clubs;Eight;Hearts;Eight;Spades;Nine;Diamonds;Three;Diamonds;Ten;Two pairs
Hearts;Five;Clubs;Nine;Spades;Ten;Clubs;Queen;Hearts;Eight;One pair
Spades;Ten;Hearts;King;Hearts;Three;Clubs;Ace;Diamonds;Three;Two pairs
Spades;Eight;Clubs;Ace;Hearts;Seven;Spades;Five;Spades;Six;One pair
Clubs;Queen;Clubs;Six;Spades;Four;Clubs;Ace;Diamonds;Ten;One pair
Clubs;Six;Hearts;King;Spades;Jack;Hearts;Seven;Spades;Three;One pair
Spades;King;Clubs;Five;Spades;Five;Hearts;King;Spades;Seven;Three of a kind
Clubs;Five;Diamonds;Ten;Spades;Ace;Diamonds;Three;Hearts;Three;Two pairs
Hearts;Two;Diamonds;Six;Spades;Ten;Spades;King;Spades;Queen;One pair
Diamonds;Three;Hearts;King;Spades;Jack;Hearts;Four;Spades;King;Two pairs
Hearts;Five;Diamonds;Eight;Clubs;Six;Hearts;Ace;Spades;Queen;One pair
Diamonds;Six;Hearts;Ace;Hearts;Six;Diamonds;Ace;Hearts;Queen;Three of a kind
Hearts;Nine;Clubs;Queen;Diamonds;Ace;Hearts;Four;Clubs;Ace;Two pairs
Spades;Queen;Hearts;Four;Spades;King;Clubs;Queen;Hearts;Five;Two pairs
Spades;Two;Diamonds;King;Hearts;Six;Hearts;Jack;Spades;Ace;One pair
Diamonds;Queen;Diamonds;Eight;Clubs;Three;Diamonds;Seven;Spades;Jack;One pair
